index	title	freq	cl_agl-20	cl_agl-50	cn_agl-20	cn_agl-50
1866	nursing note 9a-9p	24	8	6	o | events | d [133,786]	o | events | d [123,792]
1867	-gi	24	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1868	events over night	24	8	6	o | events | d [133,786]	o | events | d [123,792]
1869	g & d	24	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
1870	9.) bili	24	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1871	related to prematurity p	23	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
1872	fontanelles soft & flat. p	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1873	resolve. a	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1874	status stable. p	23	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1875	loving and invested. p	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1876	stool so far this shift. a	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1877	goals	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1878	aware. p	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1879	#9 a's&b's o	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1880	bedside by rn. p	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1881	*events	23	8	6	o | events | d [133,786]	o | events | d [123,792]
1882	indications	23	1	43	pe | abd | heent [111,880]	indication | procedure | procedure note [4,518]
1883	iron and vit e. p	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1884	repositioned q9hours. a	23	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1885	education	23	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
1886	csru update	23	8	6	o | events | d [133,786]	o | events | d [123,792]
1887	npn add	23	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1888	so far. p	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1889	improving. p	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1890	for comfort. p	23	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1891	w/ mild scr. p	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1892	9. [**hospital9 99**]	23	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1893	heme negative. p	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1894	9.) sepsis	23	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
1895	home. a	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1896	wgt. a	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1897	time out observed	23	1	43	pe | abd | heent [111,880]	indication | procedure | procedure note [4,518]
1898	tol'ing feeds p	23	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1899	999. a	23	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1900	to 9999gms. a	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1901	significant event	23	8	6	o | events | d [133,786]	o | events | d [123,792]
1902	a/b's o/a	23	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1903	stooling.a	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1904	-- id	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1905	9.neuro	23	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
1906	tolerating po feeds. p	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1907	stable on cpap p	23	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
1908	briefly	23	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
1909	are soft and flat. a	23	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1910	discharge note	23	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1911	alt in family dynamics	23	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1912	[** **] p	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1913	bottling. a	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1914	- fen	23	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1915	#99 pain	23	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
1916	stable	23	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1917	week. a	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1918	chemistry	23	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1919	apnea/brady spells noted. a	23	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
1920	a/r	23	8	6	o | events | d [133,786]	o | events | d [123,792]
1921	perfusion. a/p	23	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1922	diet	22	5	34	gi | gu | endo [383,721]	gi | gi/gu | gu/gi [173,259]
1923	stool thus far. p	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1924	allerg	22	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1925	assesment	22	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1926	9. [**month (only) 99**]	22	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
1927	#9 - jaundice	22	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
1928	heme/lytes	22	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
1929	as/bs o/a	22	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1930	or course	22	8	6	o | events | d [133,786]	o | events | d [123,792]
1931	breath sounds	22	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1932	stools. p	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1933	potential for sepsis. p	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1934	by this rn. p	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1935	skin integrity/comfort	22	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
1936	neuro o/a	22	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
1937	9am	22	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1938	#9 pot for sepsis o	22	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
1939	#99 - sepsis	22	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
1940	circ	22	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1941	continues on ferinsol. p	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1942	anxiety	22	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
1943	and ferinsol. p	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1944	999/9.9/999/99. p	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1945	tolerating advancing feeds. p	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1946	[**last name (titles) 9999**]	22	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1947	pt cont on hfov. settings	22	14	27	resp | respiratory care | pulm [220,891]	resp | pulm | respiratory [196,536]
1948	week. p	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1949	stooling heme neg. a	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1950	equal. a	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1951	chems	22	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1952	#99. sepsis o	22	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
1953	social/family	22	3	5	social | skin | s [230,049]	social | soc | ms [101,834]
1954	this shift a	22	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1955	past ob hx	22	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
1956	ob provider	22	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1957	working on po skills p	22	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1958	stool passed. a	22	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1959	overnight. p	22	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1960	at 9999. p	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1961	999/9.9/999/99. a	22	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1962	past med hx	22	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
1963	requirement p	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1964	visual	22	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1965	of this writing. a	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1966	follows	22	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1967	#9 and #99 o	22	2	20	#9 o | #9 | 9. o [108,709]	#9 o | #9 | 9. o [75,943]
1968	d/c'd. a	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1969	d/c plan	22	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
1970	alert with cares. a	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1971	amts. a	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1972	[**name (stitle) **] ob	22	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
1973	[**month/year (9) **] o/a	22	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
1974	9 respiratory	22	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
1975	[**name9 (md) 9**] o/a	22	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
1976	cardic	22	15	32	cv | id | cardiac [283,370]	cv | cardiac | cvs [184,497]
1977	caridac	22	8	6	o | events | d [133,786]	o | events | d [123,792]
1978	this am	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1979	f-e-n	22	5	25	gi | gu | endo [383,721]	gu | renal | g.u. [122,152]
1980	[**doctor first name 999**]	22	13	13	plan | p | a [328,746]	plan | p | a [328,746]
1981	sent. a	22	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1982	gu.	22	5	25	gi | gu | endo [383,721]	gu | renal | g.u. [122,152]
1983	rsp	22	14	27	resp | respiratory care | pulm [220,891]	resp | pulm | respiratory [196,536]
1984	in nc. p	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1985	stool today. a	21	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
1986	voiding adeq amts. a	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1987	jaundice. a	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1988	phototherapy. a	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1989	cares. mae. afsf. p	21	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1990	spell countdown. p	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1991	this rn. p	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1992	pacifier. plan	21	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
1993	surgical	21	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
1994	#9. hyperbilli o	21	10	38	bili | #9 bili | 9. bili [13,490]	bili | #9 bili | 9. bili [11,235]
1995	vent. p	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1996	a/o	21	13	13	plan | p | a [328,746]	plan | p | a [328,746]
1997	[**name (ni) **]. p	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
1998	#9 s/o	21	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
1999	o-cv	21	15	32	cv | id | cardiac [283,370]	cv | cardiac | cvs [184,497]
2000	(heme-). a	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
2001	gd	21	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
2002	respiratory care addendum	21	14	27	resp | respiratory care | pulm [220,891]	resp | pulm | respiratory [196,536]
2003	this morning. a	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
2004	enod	21	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
2005	[** 99**] procedure note	21	1	43	pe | abd | heent [111,880]	indication | procedure | procedure note [4,518]
2006	regimen. p	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
2007	[**known lastname 9**]. p	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
2008	genitals	21	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
2009	npn 9a-9p add	21	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
2010	room air p	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
2011	#9. [**month/year (9) **] o	21	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
2012	rsponse	21	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
2013	resp care addendum	21	14	27	resp | respiratory care | pulm [220,891]	resp | pulm | respiratory [196,536]
2014	appropriate questions.a/p	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
2015	99. c/v	21	2	45	#9 o | #9 | 9. o [108,709]	9. cv | #9 cv | cv o/a [3,971]
2016	pain o/a	21	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
2017	active. a	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
2018	for further details. p	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
2019	check with team re	21	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
2020	neonatology attending discharge note	21	1	19	pe | abd | heent [111,880]	abd | ext | respr [25,458]
2021	see flowsheet. p	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
2022	skin o	21	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
2023	spells a	21	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
2024	continued	21	8	6	o | events | d [133,786]	o | events | d [123,792]
2025	#99 a&bs	21	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
2026	9. g/d & neuro	21	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
2027	events overnoc	21	8	6	o | events | d [133,786]	o | events | d [123,792]
2028	bilat. a	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
2029	#99- o/a	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
2030	cont. to monitor. #9 dev	21	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
2031	o. neuro	21	19	39	neuro | n | nuero [169,844]	neuro | n | nuero [169,844]
2032	stool thus far this shift. p	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
2033	neuro/id	21	19	39	neuro | n | nuero [169,844]	neuro | n | nuero [169,844]
2034	#9 nutrition	21	11	23	fen | #9 fen | 9. fen [79,977]	fen | #9 fen | 9. fen [77,851]
2035	postnatal	21	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
2036	during pg feeds. a	21	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
2037	w/feeds p	21	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
